DateTime_UTC,Temp_F,RH_pct,Wind_Spd_mph,Wind_Direction_deg,Low_Cloud_Ht_ft,Visibility_mi,Atm_Press_hPa,Precip_in
2006-10-03 09:00:00,60.0,89.0,5,30,300,2,996.0,0.0
2006-10-03 10:00:00,61.0,89.0,3,60,300,3,996.0,0.0
2006-10-03 11:00:00,63.0,80.0,3,60,400,7,996.0,0.0
2006-10-03 12:00:00,68.0,70.0,3,100,9000,10,995.7,0.0
2006-10-03 13:00:00,67.0,72.0,9,20,8000,10,994.7,0.0
2006-10-03 14:00:00,69.0,67.0,6,30,5000,10,994.3,0.0
2006-10-03 15:00:00,66.0,72.0,8,20,5000,10,994.7,0.0
2006-10-03 16:00:00,61.0,83.0,9,20,5000,10,994.3,0.0
2006-10-03 17:00:00,61.0,77.0,7,20,5000,10,994.3,0.0
2006-10-03 18:00:00,58.0,90.0,0,0,4300,10,994.0,0.0
2006-10-03 19:00:00,58.0,90.0,3,0,4600,10,993.7,0.0
2006-10-03 20:00:00,56.0,93.0,0,0,0,6,992.0,0.0
2006-10-03 21:00:00,57.0,93.0,0,0,4700,8,989.7,0.0
2006-10-03 22:00:00,61.0,93.0,9,320,1300,3,990.3,0.61
2006-10-03 23:00:00,60.0,100.0,7,350,700,3,989.7,1.4
2006-10-04 00:00:00,64.0,74.0,3,350,0,10,991.7,0.0
2006-10-04 01:00:00,62.0,83.0,3,190,4200,10,991.7,0.0
2006-10-04 02:00:00,64.0,74.0,3,190,4600,10,992.3,0.0
2006-10-04 03:00:00,64.0,72.0,10,270,5500,10,992.7,0.0
2006-10-04 04:00:00,60.0,86.0,6,250,0,10,993.3,0.0
2006-10-04 05:00:00,59.0,89.0,6,260,0,10,993.7,0.0
2006-10-04 06:00:00,55.0,89.0,16,30,1200,7,991.0,0.01
2006-10-04 07:00:00,55.0,86.0,10,30,1400,10,993.7,0.0
2006-10-04 08:00:00,55.0,83.0,11,30,1400,10,994.3,0.0
2006-10-04 09:00:00,55.0,83.0,9,360,1800,10,995.3,0.0
2006-10-04 10:00:00,55.0,79.0,14,20,1600,10,996.0,0.0
2006-10-04 11:00:00,55.0,71.0,13,10,1800,10,998.3,0.0
2006-10-04 12:00:00,54.0,74.0,16,10,2100,10,999.3,0.0
2006-10-04 13:00:00,55.0,66.0,13,20,2400,10,1000.0,0.0
2006-10-04 14:00:00,55.0,66.0,13,30,2600,10,1000.3,0.0
2006-10-04 15:00:00,57.0,59.0,15,340,3800,10,1001.0,0.0
2006-10-04 16:00:00,56.0,50.0,14,360,3800,10,1001.3,0.0
2006-10-04 17:00:00,55.0,54.0,13,360,3800,10,1002.0,0.0
2006-10-04 18:00:00,53.0,56.0,9,350,3800,10,1003.0,0.0
2006-10-04 19:00:00,51.0,63.0,8,350,0,10,1003.3,0.0
2006-10-04 20:00:00,51.0,60.0,8,350,0,10,1004.0,0.0
2006-10-04 21:00:00,52.0,63.0,11,40,0,10,1004.0,0.0
2006-10-04 22:00:00,47.0,73.0,6,90,0,10,1004.0,0.0
2006-10-04 23:00:00,46.0,76.0,6,50,0,10,1004.3,0.0
2006-10-05 00:00:00,61.0,100.0,3,250,400,1,988.3,0.22
2006-10-05 01:00:00,63.0,93.0,6,50,3400,2,985.7,0.22
2006-10-05 02:00:00,57.0,96.0,17,330,3400,2,989.3,0.0
2006-10-05 03:00:00,57.0,93.0,9,340,400,1,990.3,0.0
2006-10-05 04:00:00,55.0,93.0,7,340,700,1,991.3,0.0
2006-10-05 05:00:00,55.0,96.0,11,360,800,1,990.7,0.12
2006-10-05 06:00:00,37.0,92.0,0,0,0,10,1006.3,0.0
2006-10-05 07:00:00,38.0,92.0,0,0,0,10,1007.0,0.0
2006-10-05 08:00:00,43.0,85.0,0,0,0,10,1007.3,0.0
2006-10-05 09:00:00,49.0,60.0,3,360,0,10,1007.3,0.0
2006-10-05 10:00:00,51.0,58.0,5,20,3500,10,1007.0,0.0
2006-10-05 11:00:00,53.0,54.0,8,10,2400,10,1006.3,0.0
2006-10-05 12:00:00,54.0,48.0,9,10,3500,10,1006.0,0.0
2006-10-05 13:00:00,55.0,44.0,11,20,4300,10,1005.6,0.0
2006-10-05 14:00:00,54.0,48.0,10,50,5000,10,1005.3,0.0
2006-10-05 15:00:00,54.0,44.0,9,30,5000,10,1005.3,0.0
2006-10-05 16:00:00,54.0,48.0,8,360,5000,10,1005.3,0.0
2006-10-05 17:00:00,52.0,52.0,6,350,5000,10,1005.6,0.0
2006-10-05 18:00:00,44.0,76.0,0,0,0,10,1006.0,0.0
2006-10-05 19:00:00,43.0,82.0,0,0,0,10,1006.0,0.0
2006-10-05 20:00:00,40.0,89.0,0,0,0,10,1006.6,0.0
2006-10-05 21:00:00,38.0,92.0,0,0,0,10,1007.0,0.0
2006-10-05 22:00:00,37.0,92.0,0,0,0,10,1007.0,0.0
2006-10-05 23:00:00,37.0,92.0,0,0,0,10,1007.3,0.0
2006-10-06 00:00:00,41.0,92.0,0,0,0,10,1004.3,0.0
2006-10-06 01:00:00,41.0,92.0,0,0,0,10,1004.6,0.0
2006-10-06 02:00:00,42.0,78.0,0,0,0,10,1004.6,0.0
2006-10-06 03:00:00,39.0,88.0,0,0,0,10,1005.0,0.0
2006-10-06 04:00:00,38.0,92.0,0,0,0,10,1005.6,0.0
2006-10-06 05:00:00,38.0,92.0,0,0,0,10,1006.0,0.0
2006-10-06 06:00:00,32.0,95.0,0,0,0,10,1010.3,0.0
2006-10-06 07:00:00,36.0,92.0,0,0,0,10,1010.6,0.0
2006-10-06 08:00:00,44.0,78.0,0,0,0,10,1011.0,0.0
2006-10-06 09:00:00,50.0,53.0,5,0,0,10,1011.0,0.0
2006-10-06 10:00:00,53.0,50.0,7,110,0,10,1011.0,0.0
2006-10-06 11:00:00,56.0,45.0,7,110,0,10,1010.3,0.0
2006-10-06 12:00:00,57.0,41.0,0,0,0,10,1009.6,0.0
2006-10-06 13:00:00,58.0,42.0,7,100,0,10,1008.0,0.0
2006-10-06 14:00:00,60.0,40.0,5,90,0,10,1007.3,0.0
2006-10-06 15:00:00,60.0,40.0,7,150,0,10,1006.6,0.0
2006-10-06 16:00:00,59.0,40.0,5,150,0,10,1006.6,0.0
2006-10-06 17:00:00,55.0,54.0,0,0,0,10,1006.6,0.0
2006-10-06 18:00:00,51.0,68.0,0,0,0,10,1006.3,0.0
2006-10-06 19:00:00,47.0,79.0,0,0,0,10,1006.3,0.0
2006-10-06 20:00:00,45.0,85.0,0,0,0,10,1007.0,0.0
2006-10-06 21:00:00,42.0,88.0,3,290,0,10,1006.6,0.0
2006-10-06 22:00:00,43.0,85.0,3,150,0,10,1006.6,0.0
2006-10-06 23:00:00,43.0,79.0,0,0,0,10,1006.0,0.0
2006-10-07 00:00:00,36.0,92.0,0,0,0,10,1007.6,0.0
2006-10-07 01:00:00,35.0,92.0,0,0,0,10,1008.0,0.0
2006-10-07 02:00:00,34.0,92.0,0,0,0,10,1008.3,0.0
2006-10-07 03:00:00,34.0,92.0,0,0,0,10,1008.3,0.0
2006-10-07 04:00:00,33.0,91.0,0,0,0,10,1009.0,0.0
2006-10-07 05:00:00,32.0,95.0,0,0,0,10,1009.6,0.0
2006-10-07 06:00:00,39.0,88.0,3,0,0,10,1005.6,0.0
2006-10-07 07:00:00,41.0,88.0,0,0,0,10,1006.0,0.0
2006-10-07 08:00:00,50.0,71.0,5,0,0,10,1005.6,0.0
2006-10-07 09:00:00,56.0,64.0,10,190,0,10,1005.3,0.0
2006-10-07 10:00:00,59.0,57.0,7,190,0,10,1004.6,0.0
2006-10-07 11:00:00,62.0,47.0,8,220,0,10,1004.3,0.0
2006-10-07 12:00:00,64.0,39.0,7,210,0,10,1003.6,0.0
2006-10-07 13:00:00,66.0,34.0,8,200,0,10,1003.0,0.0
2006-10-07 14:00:00,68.0,28.0,10,220,0,10,1002.3,0.0
2006-10-07 15:00:00,67.0,30.0,9,210,0,10,1001.6,0.0
2006-10-07 16:00:00,67.0,34.0,3,210,0,10,1001.3,0.0
2006-10-07 17:00:00,63.0,39.0,0,0,0,10,1001.0,0.0
2006-10-07 18:00:00,57.0,52.0,3,170,0,10,1001.0,0.0
2006-10-07 19:00:00,54.0,58.0,0,0,0,10,1000.6,0.0
2006-10-07 20:00:00,54.0,56.0,3,0,0,10,1000.3,0.0
2006-10-07 21:00:00,53.0,56.0,3,0,0,10,1000.3,0.0
2006-10-07 22:00:00,53.0,56.0,3,0,0,10,1000.0,0.0
2006-10-07 23:00:00,51.0,63.0,3,0,0,10,999.6,0.0
2006-10-08 00:00:00,40.0,89.0,0,0,0,10,1006.0,0.0
2006-10-08 01:00:00,40.0,85.0,0,0,0,10,1005.6,0.0
2006-10-08 02:00:00,39.0,88.0,0,0,0,10,1005.0,0.0
2006-10-08 03:00:00,37.0,95.0,0,0,0,10,1005.3,0.0
2006-10-08 04:00:00,37.0,92.0,0,0,0,10,1005.3,0.0
2006-10-08 05:00:00,38.0,92.0,0,0,0,10,1005.3,0.0
2006-10-08 06:00:00,55.0,66.0,7,0,0,10,998.7,0.0
2006-10-08 07:00:00,56.0,66.0,9,200,0,10,998.3,0.0
2006-10-08 08:00:00,59.0,59.0,11,200,0,10,998.0,0.0
2006-10-08 09:00:00,62.0,51.0,16,210,0,10,997.3,0.0
2006-10-08 10:00:00,64.0,48.0,11,230,0,10,997.7,0.0
2006-10-08 11:00:00,67.0,45.0,13,210,0,10,997.3,0.0
2006-10-08 12:00:00,71.0,35.0,14,230,0,10,996.7,0.0
2006-10-08 13:00:00,72.0,27.0,11,220,0,10,995.7,0.0
2006-10-08 14:00:00,72.0,30.0,9,190,0,10,994.7,0.0
2006-10-08 15:00:00,72.0,24.0,10,200,0,10,994.3,0.0
2006-10-08 16:00:00,72.0,25.0,8,190,0,10,994.0,0.0
2006-10-08 17:00:00,68.0,30.0,6,190,0,10,994.7,0.0
2006-10-08 18:00:00,66.0,37.0,7,190,6000,10,994.7,0.0
2006-10-08 19:00:00,64.0,42.0,6,190,0,10,995.3,0.0
2006-10-08 20:00:00,63.0,48.0,3,190,8000,10,995.3,0.0
2006-10-08 21:00:00,61.0,53.0,5,210,5000,10,995.3,0.0
2006-10-08 22:00:00,62.0,53.0,8,230,6000,10,995.7,0.0
2006-10-08 23:00:00,62.0,55.0,3,220,6500,10,996.0,0.0
2006-10-09 00:00:00,50.0,65.0,0,0,0,10,999.3,0.0
2006-10-09 01:00:00,50.0,68.0,5,150,0,10,999.3,0.0
2006-10-09 02:00:00,48.0,76.0,0,0,0,10,999.0,0.0
2006-10-09 03:00:00,50.0,68.0,5,0,0,10,999.0,0.0
2006-10-09 04:00:00,53.0,63.0,5,170,0,10,999.0,0.0
2006-10-09 05:00:00,55.0,61.0,6,170,0,10,999.0,0.0
2006-10-09 06:00:00,54.0,66.0,13,360,3000,10,1000.6,0.0
2006-10-09 07:00:00,53.0,66.0,11,20,3000,10,1001.3,0.0
2006-10-09 08:00:00,53.0,66.0,10,360,2900,10,1002.0,0.0
2006-10-09 09:00:00,53.0,63.0,8,10,2700,10,1002.3,0.0
2006-10-09 10:00:00,54.0,58.0,10,10,2700,10,1002.6,0.0
2006-10-09 11:00:00,53.0,60.0,10,340,10000,10,1002.6,0.0
2006-10-09 12:00:00,53.0,60.0,9,360,9000,10,1002.3,0.0
2006-10-09 13:00:00,53.0,58.0,9,360,9000,10,1002.0,0.0
2006-10-09 14:00:00,52.0,56.0,15,350,9500,10,1002.0,0.0
2006-10-09 15:00:00,51.0,58.0,13,20,8500,10,1002.3,0.0
2006-10-09 16:00:00,50.0,60.0,9,350,8500,10,1002.0,0.0
2006-10-09 17:00:00,50.0,60.0,8,10,8000,10,1002.0,0.0
2006-10-09 18:00:00,49.0,60.0,11,10,8000,10,1002.0,0.0
2006-10-09 19:00:00,49.0,60.0,10,10,8000,10,1002.0,0.0
2006-10-09 20:00:00,49.0,58.0,7,360,9000,10,1001.6,0.0
2006-10-09 21:00:00,48.0,60.0,9,360,12000,10,1002.0,0.0
2006-10-09 22:00:00,48.0,62.0,11,10,10000,10,1002.0,0.0
2006-10-09 23:00:00,47.0,65.0,10,10,2800,10,1002.0,0.0
2006-10-10 00:00:00,60.0,72.0,10,10,2100,10,997.0,0.0
2006-10-10 01:00:00,59.0,57.0,8,20,7000,10,997.3,0.0
2006-10-10 02:00:00,58.0,59.0,6,360,7000,10,998.3,0.0
2006-10-10 03:00:00,58.0,61.0,7,340,7000,10,998.3,0.0
2006-10-10 04:00:00,56.0,64.0,5,340,10000,10,999.0,0.0
2006-10-10 05:00:00,55.0,68.0,11,360,10000,10,1000.0,0.0
2006-10-10 06:00:00,44.0,78.0,0,0,6000,10,1000.3,0.0
2006-10-10 07:00:00,44.0,78.0,0,0,6000,10,999.3,0.0
2006-10-10 08:00:00,47.0,68.0,5,0,0,10,999.0,0.0
2006-10-10 09:00:00,50.0,58.0,7,60,9500,10,998.3,0.0
2006-10-10 10:00:00,50.0,58.0,6,60,9500,10,997.7,0.0
2006-10-10 11:00:00,51.0,51.0,6,160,9000,10,996.7,0.0
2006-10-10 12:00:00,52.0,52.0,3,160,8500,10,995.7,0.0
2006-10-10 13:00:00,52.0,54.0,6,20,8000,10,994.3,0.0
2006-10-10 14:00:00,53.0,52.0,5,20,8000,10,992.7,0.0
2006-10-10 15:00:00,52.0,56.0,6,20,7000,10,992.3,0.0
2006-10-10 16:00:00,52.0,61.0,3,10,7000,10,991.3,0.0
2006-10-10 17:00:00,51.0,65.0,5,60,7000,10,990.3,0.0
2006-10-10 18:00:00,50.0,68.0,0,0,7500,10,989.7,0.0
2006-10-10 19:00:00,48.0,79.0,0,0,6500,10,988.7,0.0
2006-10-10 20:00:00,47.0,86.0,0,0,3800,10,987.3,0.01
2006-10-10 21:00:00,47.0,89.0,0,0,3700,10,986.0,0.01
2006-10-10 22:00:00,47.0,89.0,3,340,4300,10,984.7,0.0
2006-10-10 23:00:00,47.0,92.0,0,0,4300,8,983.0,0.03
2006-10-11 00:00:00,47.0,65.0,9,40,2700,10,1001.3,0.0
2006-10-11 01:00:00,46.0,65.0,5,60,8000,10,1001.3,0.0
2006-10-11 02:00:00,45.0,70.0,6,90,8000,10,1001.0,0.0
2006-10-11 03:00:00,45.0,73.0,5,100,8000,10,1000.3,0.0
2006-10-11 04:00:00,45.0,73.0,0,0,9000,10,1000.6,0.0
2006-10-11 05:00:00,44.0,76.0,0,0,9000,10,1000.3,0.0
2006-10-11 06:00:00,48.0,96.0,0,0,2600,3,973.7,0.03
2006-10-11 07:00:00,48.0,93.0,0,0,2600,3,972.7,0.05
2006-10-11 08:00:00,49.0,92.0,0,0,1400,3,971.7,0.04
2006-10-11 09:00:00,49.0,92.0,0,0,400,7,970.7,0.0
2006-10-11 10:00:00,50.0,92.0,3,0,600,8,969.4,0.0
2006-10-11 11:00:00,52.0,86.0,3,230,900,8,968.4,0.0
2006-10-11 12:00:00,50.0,96.0,10,250,1100,2,967.7,0.08
2006-10-11 13:00:00,50.0,89.0,11,250,900,7,967.4,0.03
2006-10-11 14:00:00,49.0,89.0,10,250,900,5,968.1,0.03
2006-10-11 15:00:00,48.0,92.0,9,240,1300,9,968.1,0.02
2006-10-11 16:00:00,46.0,93.0,7,230,1600,7,968.4,0.02
2006-10-11 17:00:00,46.0,92.0,9,240,1400,4,968.4,0.03
2006-10-11 18:00:00,44.0,92.0,16,250,1300,10,969.4,0.03
2006-10-11 19:00:00,41.0,85.0,13,260,1900,10,970.4,0.01
2006-10-11 20:00:00,37.0,100.0,11,260,1600,7,972.1,0.01
2006-10-11 21:00:00,36.0,100.0,7,220,1300,7,972.7,0.01
2006-10-11 22:00:00,37.0,93.0,11,270,2700,10,972.7,0.01
2006-10-11 23:00:00,37.0,78.0,8,240,4200,10,973.1,0.0
2006-10-12 00:00:00,48.0,89.0,0,0,2500,3,982.0,0.09
2006-10-12 01:00:00,47.0,92.0,0,0,2500,7,980.4,0.05
2006-10-12 02:00:00,48.0,92.0,0,0,800,9,978.7,0.02
2006-10-12 03:00:00,47.0,96.0,0,0,1400,8,977.4,0.04
2006-10-12 04:00:00,48.0,92.0,0,0,1200,6,976.0,0.0
2006-10-12 05:00:00,48.0,93.0,0,0,2800,5,974.7,0.0
2006-10-12 06:00:00,30.0,85.0,7,230,3800,2,974.1,0.0
2006-10-12 07:00:00,30.0,81.0,13,250,1000,2,974.4,0.0
2006-10-12 08:00:00,29.0,78.0,14,240,1600,1,974.7,0.0
2006-10-12 09:00:00,31.0,68.0,11,240,2600,6,975.0,0.0
2006-10-12 10:00:00,30.0,71.0,8,230,2400,3,975.4,0.0
2006-10-12 11:00:00,31.0,68.0,13,260,2400,4,975.4,0.01
2006-10-12 12:00:00,32.0,69.0,21,260,2100,5,975.4,0.0
2006-10-12 13:00:00,32.0,69.0,7,230,3200,6,975.0,0.0
2006-10-12 14:00:00,31.0,72.0,18,260,2600,5,975.4,0.0
2006-10-12 15:00:00,32.0,69.0,7,260,2300,9,975.0,0.0
2006-10-12 16:00:00,32.0,65.0,9,190,1800,5,975.4,0.0
2006-10-12 17:00:00,31.0,78.0,9,230,1400,1,975.4,0.0
2006-10-12 18:00:00,31.0,85.0,7,200,2300,5,975.0,0.01
2006-10-12 19:00:00,32.0,78.0,5,200,2900,3,975.0,0.0
2006-10-12 20:00:00,33.0,77.0,8,210,2100,7,974.4,0.0
2006-10-12 21:00:00,34.0,74.0,10,230,2300,3,974.1,0.0
2006-10-12 22:00:00,34.0,86.0,9,210,2100,3,973.4,0.0
2006-10-12 23:00:00,33.0,88.0,8,210,700,1,972.4,0.03
2006-10-13 00:00:00,35.0,88.0,8,240,1200,3,973.4,0.01
2006-10-13 01:00:00,34.0,92.0,7,210,2000,3,973.4,0.0
2006-10-13 02:00:00,34.0,86.0,11,240,700,1,973.7,0.0
2006-10-13 03:00:00,33.0,88.0,10,240,2900,9,973.7,0.0
2006-10-13 04:00:00,32.0,88.0,14,270,900,1,974.1,0.01
2006-10-13 05:00:00,31.0,88.0,10,230,2800,1,974.1,0.0
2006-10-13 06:00:00,35.0,84.0,8,220,1000,2,969.1,0.01
2006-10-13 07:00:00,35.0,88.0,9,210,1600,6,969.1,0.01
2006-10-13 08:00:00,34.0,92.0,8,210,1500,2,969.1,0.04
2006-10-13 09:00:00,34.0,92.0,8,220,900,2,969.4,0.06
2006-10-13 10:00:00,37.0,85.0,11,230,1200,7,969.7,0.02
2006-10-13 11:00:00,39.0,72.0,14,230,2000,8,970.1,0.0
2006-10-13 12:00:00,41.0,64.0,16,240,2200,10,970.4,0.0
2006-10-13 13:00:00,42.0,62.0,16,240,3700,10,971.1,0.0
2006-10-13 14:00:00,40.0,69.0,17,240,3500,7,971.7,0.0
2006-10-13 15:00:00,39.0,75.0,15,240,2500,7,972.4,0.0
2006-10-13 16:00:00,39.0,75.0,9,230,2200,10,973.4,0.0
2006-10-13 17:00:00,38.0,82.0,10,230,1900,10,974.1,0.01
2006-10-13 18:00:00,37.0,86.0,13,250,1300,5,974.7,0.01
2006-10-13 19:00:00,37.0,86.0,28,280,1900,7,975.4,0.01
2006-10-13 20:00:00,35.0,100.0,8,230,3000,9,974.7,0.02
2006-10-13 21:00:00,36.0,96.0,14,240,2100,10,975.0,0.02
2006-10-13 22:00:00,37.0,92.0,15,250,3400,10,975.4,0.02
2006-10-13 23:00:00,34.0,100.0,6,240,1100,4,975.7,0.07
2006-10-14 00:00:00,34.0,86.0,8,220,800,1,971.4,0.07
2006-10-14 01:00:00,33.0,91.0,11,230,700,1,971.1,0.04
2006-10-14 02:00:00,33.0,91.0,10,230,700,2,970.4,0.04
2006-10-14 03:00:00,34.0,93.0,9,220,700,2,970.1,0.04
2006-10-14 04:00:00,34.0,86.0,8,220,500,2,969.7,0.04
2006-10-14 05:00:00,33.0,95.0,9,210,500,1,969.7,0.06
2006-10-14 06:00:00,38.0,69.0,15,270,4500,10,982.4,0.0
2006-10-14 07:00:00,38.0,72.0,13,270,5500,10,983.4,0.0
2006-10-14 08:00:00,40.0,67.0,13,270,4900,10,984.4,0.0
2006-10-14 09:00:00,40.0,62.0,15,280,4300,10,985.0,0.0
2006-10-14 10:00:00,41.0,59.0,15,270,4100,10,985.4,0.0
2006-10-14 11:00:00,41.0,61.0,14,250,3500,10,986.4,0.0
2006-10-14 12:00:00,41.0,59.0,11,240,3700,10,986.4,0.0
2006-10-14 13:00:00,40.0,62.0,15,250,4300,10,986.4,0.0
2006-10-14 14:00:00,40.0,59.0,13,260,3400,10,987.0,0.0
2006-10-14 15:00:00,40.0,59.0,8,240,4700,10,987.0,0.0
2006-10-14 16:00:00,40.0,59.0,8,240,4300,10,987.3,0.0
2006-10-14 17:00:00,40.0,59.0,7,240,4300,10,987.7,0.0
2006-10-14 18:00:00,40.0,59.0,8,250,4900,10,988.0,0.0
2006-10-14 19:00:00,40.0,59.0,10,260,5500,10,989.0,0.0
2006-10-14 20:00:00,39.0,59.0,8,250,5500,10,989.0,0.0
2006-10-14 21:00:00,38.0,64.0,6,200,6000,10,989.3,0.0
2006-10-14 22:00:00,36.0,69.0,5,210,6000,10,989.3,0.0
2006-10-14 23:00:00,36.0,69.0,7,220,0,10,989.3,0.0
2006-10-15 00:00:00,36.0,100.0,10,250,1800,10,976.0,0.0
2006-10-15 01:00:00,37.0,92.0,13,280,3400,10,976.7,0.0
2006-10-15 02:00:00,37.0,88.0,14,280,4500,10,977.7,0.01
2006-10-15 03:00:00,37.0,88.0,13,270,4500,9,979.0,0.0
2006-10-15 04:00:00,37.0,72.0,14,280,4600,10,980.4,0.0
2006-10-15 05:00:00,38.0,69.0,15,280,4200,10,981.4,0.0
2006-10-15 06:00:00,30.0,88.0,0,0,0,10,991.0,0.0
2006-10-15 07:00:00,34.0,85.0,3,0,0,10,991.7,0.0
2006-10-15 08:00:00,40.0,73.0,7,0,0,10,992.3,0.0
2006-10-15 09:00:00,46.0,57.0,10,230,0,10,992.7,0.0
2006-10-15 10:00:00,47.0,47.0,9,230,0,10,992.3,0.0
2006-10-15 11:00:00,50.0,34.0,14,240,0,10,992.7,0.0
2006-10-15 12:00:00,50.0,36.0,16,260,0,10,992.3,0.0
2006-10-15 13:00:00,51.0,37.0,10,240,0,10,991.3,0.0
2006-10-15 14:00:00,49.0,40.0,9,210,0,10,991.3,0.0
2006-10-15 15:00:00,49.0,37.0,7,240,0,10,991.7,0.0
2006-10-15 16:00:00,48.0,37.0,7,240,0,10,992.0,0.0
2006-10-15 17:00:00,45.0,43.0,3,220,0,10,992.0,0.0
2006-10-15 18:00:00,41.0,52.0,5,150,0,10,992.0,0.0
2006-10-15 19:00:00,37.0,69.0,3,130,0,10,992.3,0.0
2006-10-15 20:00:00,37.0,64.0,0,0,0,10,992.3,0.0
2006-10-15 21:00:00,36.0,66.0,0,0,0,10,992.0,0.0
2006-10-15 22:00:00,39.0,64.0,3,0,0,10,992.3,0.0
2006-10-15 23:00:00,42.0,64.0,6,0,0,10,992.7,0.0
2006-10-16 00:00:00,35.0,72.0,6,230,0,10,989.3,0.0
2006-10-16 01:00:00,36.0,69.0,7,220,0,10,989.7,0.0
2006-10-16 02:00:00,35.0,75.0,7,220,0,10,989.7,0.0
2006-10-16 03:00:00,36.0,75.0,7,210,0,10,989.7,0.0
2006-10-16 04:00:00,35.0,78.0,7,210,0,10,989.7,0.0
